,0
0,13
1,23
2,2
3,18
4,17
5,11
6,23
7,22
8,20
9,2
10,9
11,11
12,5
13,4
14,5
15,6
16,8
17,2
18,0
19,16
20,0
21,25
22,17
23,8
24,1
25,21
26,8
27,23
28,6
29,3
30,23
31,10
32,16
33,10
34,10
35,6
36,19
37,15
38,19
39,16
40,11
41,13
42,1
43,13
44,7
45,12
46,14
47,24
48,0
49,7
50,3
51,22
52,20
53,3
54,14
55,25
56,9
57,15
58,14
59,7
60,2
61,11
62,7
63,23
64,6
65,6
66,20
67,12
68,1
69,24
70,22
71,21
72,8
73,21
74,18
75,17
76,17
77,6
78,19
,precision,recall,f1-score,support
0,1.0,0.75,0.8571428571428571,4.0
1,0.6666666666666666,1.0,0.8,2.0
2,1.0,1.0,1.0,4.0
3,1.0,1.0,1.0,3.0
4,1.0,1.0,1.0,1.0
5,0.5,0.5,0.5,2.0
6,0.6666666666666666,1.0,0.8,4.0
7,0.5,0.6666666666666666,0.5714285714285715,3.0
8,0.75,1.0,0.8571428571428571,3.0
9,1.0,0.5,0.6666666666666666,4.0
10,0.6666666666666666,0.6666666666666666,0.6666666666666666,3.0
11,1.0,1.0,1.0,4.0
12,0.5,0.3333333333333333,0.4,3.0
13,1.0,0.75,0.8571428571428571,4.0
14,1.0,1.0,1.0,3.0
15,1.0,0.6666666666666666,0.8,3.0
16,1.0,1.0,1.0,3.0
17,0.75,0.75,0.75,4.0
18,1.0,0.6666666666666666,0.8,3.0
19,0.3333333333333333,0.5,0.4,2.0
20,1.0,1.0,1.0,3.0
21,1.0,1.0,1.0,3.0
22,1.0,1.0,1.0,3.0
23,0.4,1.0,0.5714285714285715,2.0
24,1.0,0.6666666666666666,0.8,3.0
25,1.0,0.6666666666666666,0.8,3.0
accuracy,0.810126582278481,0.810126582278481,0.810126582278481,0.810126582278481
macro avg,0.8358974358974359,0.810897435897436,0.8037545787545788,79.0
weighted avg,0.8571729957805907,0.810126582278481,0.8145871006630501,79.0
